IMAGEN,PIPELINE,PORCENTAJE DE SIMILITUD,TEXTO ORIGINAL,TEXTO DETECTADO,TIEMPO(PIPELINE INDIVIDUAL + OCR + VALIDACION),,
21,"clean_imagemagic
solarize
crop_morphology
posterize
enhance_basic_sharpness",0,LAURA NATALIA CANO PINZON,,3.71158848499908,,
21,"posterize
enhance_basic_sharpness
clean_imagemagic",0,LAURA NATALIA CANO PINZON,,2.57798282099611,,
21,"solarize
clean_imagemagic
crop_morphology
posterize
enhance_basic_sharpness",0,LAURA NATALIA CANO PINZON,"…
…
….
..
'",4.0052462349995,,
21,"enhance_basic_sharpness
clean_imagemagic",48,LAURA NATALIA CANO PINZON,", . _ .
LAURAN TALIA
. .. cmo ,; N
J '.º '* L…

…, -'
unu._113.s..cd_u.eo , '|
__”J )",3.25088536600015,,
21,"enhance_basic_sharpness
clean_imagemagic
crop_morphology
posterize
solarize",57,LAURA NATALIA CANO PINZON,"- .“
LAURA"" TAL|A
_ .. CANO 'I N
) '_º '- ¡…
|

'… ' !?
unu._11_l.a.cd_u.eo , N
__…4 >

*——' —w—”x",4.36726693500168,,
21,"posterize
clean_imagemagic
solarize
crop_morphology
enhance_basic_sharpness",0,LAURA NATALIA CANO PINZON,,3.41481829799886,,
21,"crop_morphology
clean_imagemagic
enhance_basic_sharpness
solarize
posterize",0,LAURA NATALIA CANO PINZON,,3.65250027800357,,
21,"clean_imagemagic
enhance_basic_sharpness
solarize
crop_morphology
posterize",0,LAURA NATALIA CANO PINZON,¡,3.76754604599591,,
21,"enhance_basic_sharpness
crop_morphology
clean_imagemagic",44,LAURA NATALIA CANO PINZON,", . _ _
LAURAN TALIA
. __ cmo 4 N
J“ *_c '— 'L_

…, '
unu._11ls..cd¿hºº
____4 >",4.23553948600238,,
21,"posterize
crop_morphology
solarize
clean_imagemagic
enhance_basic_sharpness",0,LAURA NATALIA CANO PINZON,,3.51722234299814,,
21,"clean_imagemagic
solarize
posterize
crop_morphology
enhance_basic_sharpness",0,LAURA NATALIA CANO PINZON,,3.51704077200156,,
21,"posterize
clean_imagemagic
crop_morphology
enhance_basic_sharpness
solarize",0,LAURA NATALIA CANO PINZON,,3.54119411200008,,
21,"solarize
clean_imagemagic
posterize
enhance_basic_sharpness
crop_morphology",0,LAURA NATALIA CANO PINZON,"…
…
….
..
'",3.95893185800014,,
21,"posterize
enhance_basic_sharpness",27,LAURA NATALIA CANO PINZON,"N

UE:… EN PSICOPEDAGOGIA

TUNJA
www.gngg ”gg.u.",1.27002362799976,,
21,"enhance_basic_sharpness
clean_imagemagic
posterize
crop_morphology
solarize",57,LAURA NATALIA CANO PINZON,"- .“
LAURA"" TAL|A
_ .. CANO 'I N
) '_º '- ¡…
|

'… ' !?
unu._11_l.a.cd_u.eo , N
__…4 >

*——' —w—”x",4.14700233600161,,
21,"clean_imagemagic
posterize
enhance_basic_sharpness
crop_morphology
solarize",0,LAURA NATALIA CANO PINZON,,4.11147439699926,,
21,"enhance_basic_sharpness
solarize
posterize
clean_imagemagic
crop_morphology",0,LAURA NATALIA CANO PINZON,,4.3000192239997,,
21,"clean_imagemagic
crop_morphology
enhance_basic_sharpness
posterize
solarize",57,LAURA NATALIA CANO PINZON,"LAURA N TALIA
-. CANO I N
. º L

uñ.enñs'ñovewooul '“
¡

y

…, —
""'—_ulli..¡d_u.eo ',

_AA",4.04545769499964,,
21,"enhance_basic_sharpness
clean_imagemagic
posterize
solarize
crop_morphology",57,LAURA NATALIA CANO PINZON,"- .“
LAURA"" TAL|A
_ .. CANO 'I N
) '_º '- ¡…
|

'… ' !?
unu._11_l.a.cd_u.eo , N
__…4 >

*——' —w—”x",4.14054927399775,,
21,"posterize
enhance_basic_sharpness
crop_morphology",27,LAURA NATALIA CANO PINZON,"N

UE:… EN PSICOPEDAGOGIA

TUNJA
www.gngg ”gg.u.",2.21097709700189,,
21,"solarize
posterize
enhance_basic_sharpness
clean_imagemagic",0,LAURA NATALIA CANO PINZON,,3.03594818300189,,
21,"clean_imagemagic
crop_morphology
enhance_basic_sharpness
solarize
posterize",0,LAURA NATALIA CANO PINZON,¡,3.60894432700297,,
21,"clean_imagemagic
enhance_basic_sharpness
crop_morphology
solarize
posterize",0,LAURA NATALIA CANO PINZON,¡,3.88773020000008,,
21,"solarize
clean_imagemagic
crop_morphology
enhance_basic_sharpness
posterize",0,LAURA NATALIA CANO PINZON,,4.01082341099936,,
21,"solarize
enhance_basic_sharpness
crop_morphology
posterize
clean_imagemagic",0,LAURA NATALIA CANO PINZON,,4.69333014400036,,
21,"crop_morphology
enhance_basic_sharpness
posterize
clean_imagemagic
solarize",0,LAURA NATALIA CANO PINZON,,3.93106895700112,,
21,"clean_imagemagic
crop_morphology
posterize
enhance_basic_sharpness
solarize",0,LAURA NATALIA CANO PINZON,,3.62111591099892,,
21,"crop_morphology
clean_imagemagic
solarize
posterize
enhance_basic_sharpness",0,LAURA NATALIA CANO PINZON,,3.66925528100182,,
21,"posterize
crop_morphology
clean_imagemagic",0,LAURA NATALIA CANO PINZON,,3.37829447000331,,
21,"enhance_basic_sharpness
crop_morphology
solarize
clean_imagemagic
posterize",0,LAURA NATALIA CANO PINZON,,4.13961495200056,,
21,"posterize
solarize
crop_morphology
enhance_basic_sharpness
clean_imagemagic",0,LAURA NATALIA CANO PINZON,,3.53212613399955,,
21,"solarize
clean_imagemagic",0,LAURA NATALIA CANO PINZON,"…
…
…..

J
.…",2.82126001399956,,
21,"solarize
crop_morphology
clean_imagemagic
enhance_basic_sharpness
posterize",0,LAURA NATALIA CANO PINZON,,4.5290446379986,,
21,"clean_imagemagic
crop_morphology
solarize
enhance_basic_sharpness
posterize",0,LAURA NATALIA CANO PINZON,,3.7041643779994,,
21,"enhance_basic_sharpness
posterize
clean_imagemagic
solarize
crop_morphology",0,LAURA NATALIA CANO PINZON,,4.2506837410001,,
21,"posterize
enhance_basic_sharpness
clean_imagemagic
solarize
crop_morphology",0,LAURA NATALIA CANO PINZON,,3.42345585899784,,
21,"solarize
clean_imagemagic
enhance_basic_sharpness
crop_morphology
posterize",0,LAURA NATALIA CANO PINZON,,3.93934925899885,,
22,original,100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WILMER ALEXANDER
MARTINEZ HERNANDEZ

ESTUDIANTE
PREUNIVERSITARIO

 

VALIDO PRIMER SEMESTRE 2017",0.853293789001327,,
22,"solarize
posterize
crop_morphology",39,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WULME
MART…

 

ESTUDHANTE
PREUNHVERSHTARU©

A'—n( |Armn

nno-umuu

nr rr.quva
nr ¡ A ¡wn

& ALEXAN©ER<
EZ HIERNAN©EZ E

 

 

 

 

VAU'. ME… SEMESTRE 2©17",4.65716999000142,,
22,"clean_imagemagic
enhance_basic_sharpness
solarize
crop_morphology
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.56661959700068,,
22,"solarize
posterize
clean_imagemagic
enhance_basic_sharpness
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.08086311699663,,
22,"clean_imagemagic
solarize
crop_morphology
posterize
enhance_basic_sharpness",30,WILMER ALEXANDER MARTINEZ HERNANDEZ,"; , ..
.. y %W? FUÚ…UVe |)£w.u:

. RV(. SHPLX»WM…M…WMWH1 ar,_L_.",4.73102100500182,,
22,"clean_imagemagic
solarize
posterize
crop_morphology
enhance_basic_sharpness",30,WILMER ALEXANDER MARTINEZ HERNANDEZ,"; , ..
.. y %W? FUÚ…UVe |)£w.u:

. RV(. SHPLX»WM…M…WMWH1 ar,_L_.",5.01242681000076,,
22,"crop_morphology
solarize
posterize
enhance_basic_sharpness
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.1388977630013,,
22,"crop_morphology
enhance_basic_sharpness
posterize
solarize
clean_imagemagic",29,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

_………U""",4.51543079800103,,
22,"solarize
crop_morphology
clean_imagemagic
posterize
enhance_basic_sharpness",89,WILMER ALEXANDER MARTINEZ HERNANDEZ,"wiwen ALEXANDER

MARTINEZ HERNANDEZ —
Es¡rumyme
EUNIWERSITARIO

º……stsmzw",6.45299976099705,,
22,"solarize
posterize
enhance_basic_sharpness
crop_morphology
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.99624802099788,,
22,"posterize
clean_imagemagic
crop_morphology
solarize
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.61278945899903,,
22,"clean_imagemagic
solarize
crop_morphology
enhance_basic_sharpness
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.35378809300164,,
22,"enhance_basic_sharpness
solarize
crop_morphology
clean_imagemagic
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.51985018499909,,
22,"solarize
clean_imagemagic
posterize
crop_morphology
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.32888183600153,,
22,"clean_imagemagic
crop_morphology
enhance_basic_sharpness
solarize
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.53157392299909,,
22,"solarize
posterize
crop_morphology
clean_imagemagic
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.03617986299651,,
22,"crop_morphology
clean_imagemagic
posterize
enhance_basic_sharpness
solarize",85,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WILMER ALEXANDER
MAR1'INEZ HERNANDEZ

=

eswomé —
PREUN|VERSWAR|O

V……MW zm",4.3411268230011,,
22,"crop_morphology
posterize
clean_imagemagic
enhance_basic_sharpness
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.82317238399992,,
22,"solarize
posterize
enhance_basic_sharpness
clean_imagemagic
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.24104845099646,,
22,"enhance_basic_sharpness
posterize
crop_morphology
clean_imagemagic
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.17816041999686,,
22,"posterize
solarize
crop_morphology
clean_imagemagic
enhance_basic_sharpness",40,WILMER ALEXANDER MARTINEZ HERNANDEZ,"ESTUDIANTE En
PREUNIVERSITARIO

 

m……m1",5.15326165000079,,
22,"enhance_basic_sharpness
crop_morphology
clean_imagemagic
solarize
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.42877964700165,,
22,"solarize
enhance_basic_sharpness",89,WILMER ALEXANDER MARTINEZ HERNANDEZ,"/
… ?

.,“ , ¿:p
/ _ ? ' …

WILMERQ ALEXANDER""
MARTINEZ HERNANDEZ

ESTUD'IANTE
PREUNIVERSITARIO—

 

JAUDO PRIMER SEMESTRE 2017",2.888049125002,,
22,"posterize
crop_morphology
solarize
clean_imagemagic
enhance_basic_sharpness",40,WILMER ALEXANDER MARTINEZ HERNANDEZ,"ESTUDIANTE En
PREUNIVERSITARIO

 

m……m1",5.16373086699969,,
22,"solarize
clean_imagemagic
crop_morphology
posterize
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.4279419370032,,
22,"clean_imagemagic
posterize
solarize
crop_morphology
enhance_basic_sharpness",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WILMER ALEXANDER
MARTINEZ HERNANDEZ

=
ESTUDIANTE —
PREUNIVERSITARIO

VALDO PRIER SMSTRE 2017",4.79534450700157,,
22,"posterize
solarize
enhance_basic_sharpness
crop_morphology
clean_imagemagic",27,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

……ouc_num1",4.67324395500327,,
22,"solarize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.66091244199924,,
22,"posterize
clean_imagemagic
enhance_basic_sharpness
crop_morphology
solarize",6,WILMER ALEXANDER MARTINEZ HERNANDEZ,x,4.57190123599867,,
22,"enhance_basic_sharpness
posterize
solarize
clean_imagemagic
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.54868721200182,,
22,"crop_morphology
enhance_basic_sharpness
solarize
clean_imagemagic
posterize",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WILMER ALEXANDER
MARTINEZ HERNANDEZ

 

EV_S…TIUDIANTEH
PREUNIVERSITARIO

.. v… PRNER SE¡E8TRE 2011",5.15283454400196,,
22,"crop_morphology
posterize
solarize
clean_imagemagic
enhance_basic_sharpness",36,WILMER ALEXANDER MARTINEZ HERNANDEZ,"ESTUDIANTE
PREUNIVERSITARIO

m……m1",4.11851033999847,,
22,"posterize
enhance_basic_sharpness
clean_imagemagic
crop_morphology
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.63141538100172,,
22,"clean_imagemagic
enhance_basic_sharpness
crop_morphology
solarize
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.09075556300013,,
22,"posterize
crop_morphology",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"A'—n( |Armn
nno-umuu
nr rr.quva
nr ¡ A ¡wn

     

WILMER ALEXANDER
MARTINEZ HERNANDEZ

  

ESTUDIANTE
PREUNIVERSITARIO

VAUDO PRIER SERESTRE 2017",3.11189000399827,,
22,"enhance_basic_sharpness
posterize
solarize
crop_morphology
clean_imagemagic",29,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

_………U""",5.30201701500118,,
22,"crop_morphology
solarize
enhance_basic_sharpness
clean_imagemagic
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.28253365300043,,
22,"enhance_basic_sharpness
posterize
crop_morphology
solarize
clean_imagemagic",29,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

_………U""",5.29851284400138,,
22,"clean_imagemagic
crop_morphology
posterize
enhance_basic_sharpness
solarize",85,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WILMER ALEXANDER
MAR1'INEZ HERNANDEZ

=

ESTUDIANTE '
PREUN|VERSWAR|O

 

V……MW 2011",4.8490253730015,,
22,"posterize
enhance_basic_sharpness
clean_imagemagic
solarize
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.56821146999937,,
22,"crop_morphology
enhance_basic_sharpness
clean_imagemagic
solarize
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.9006746649975,,
22,"clean_imagemagic
posterize
enhance_basic_sharpness
crop_morphology
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.01980450100018,,
22,"solarize
enhance_basic_sharpness
clean_imagemagic
posterize
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.29185737300213,,
22,"enhance_basic_sharpness
clean_imagemagic
solarize
crop_morphology
posterize",18,WILMER ALEXANDER MARTINEZ HERNANDEZ,"…… ,… 53%9ieáí Af…

,……",5.08105230600268,,
22,"clean_imagemagic
enhance_basic_sharpness
posterize
solarize
crop_morphology",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"h—h—a

¡inclu—
una""…
_ lan-A…

WILMER ALEXANDER
MARTINEZ HERNANDEZ

ESTUDIANTE .
PREUNIVERSITARIO

V… PRMER SERESTRE 2017",5.14087738300077,,
22,"enhance_basic_sharpness
crop_morphology
solarize
clean_imagemagic
posterize",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WILMER ALEXANDER
MARTINEZ HERNANDEZ

 

EETUDIANTE
PREUNIVERSITARIO

… Vmoq PRNER asume 2011",4.58566854800301,,
22,"enhance_basic_sharpness
crop_morphology
clean_imagemagic
posterize
solarize",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"uuu

ww

WILMER ALEXANDER
MARTINEZ HERNANDEZ

ESTUDIANTE -
PREUNIVERSITARIO

VAIJDO PRIIER SERESTRE 2017",3.84332722300314,,
22,"posterize
crop_morphology
clean_imagemagic
enhance_basic_sharpness
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.35637313500047,,
22,"clean_imagemagic
crop_morphology
posterize
solarize
enhance_basic_sharpness",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"UG /:)Í_Ít

...l—u.

(¿C.)? .'—3'¿——:¿

-tn|'m

WILMER ALEXANDER
MARTINEZ HERNANDEZ

ESTUDIANTE
PREUNIVERSITARIO

 

VALDO PRIER SMSTRE 2017",7.54667897299805,,
22,"solarize
posterize
crop_morphology
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.8857957010041,,
22,"enhance_basic_sharpness
solarize
posterize
clean_imagemagic
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.79633677800302,,
22,"posterize
crop_morphology
clean_imagemagic
solarize
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.43671186900247,,
22,"enhance_basic_sharpness
crop_morphology
clean_imagemagic",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,".y. ,.1 Mia—ñ n'.
¿º …; _ f“'

WILMER ALEXANDER
MARTINEZ HERNANDEZ

ESTUDIANTE -
PREUNIVERSITARIO

VALIDO PRIIER SMSTRE 2017",3.91604491199905,,
22,"solarize
posterize
enhance_basic_sharpness",39,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WULME
MART…

 

ESTUDHANTE
PREUNHVERSHTARU©

A'—n( |Armn

nno-umuu

nr rr.quva
nr ¡ A ¡wn

 

& ALEXAN©ER<
EZ HIERNAN©EZ E

 

 

 

 

VAU'. ME… SEMESTRE 2©17",3.62144652500137,,
22,"posterize
enhance_basic_sharpness
clean_imagemagic",25,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

……mm1",3.56034026700217,,
22,"crop_morphology
posterize
clean_imagemagic
solarize
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.82779806899634,,
22,"crop_morphology
solarize
clean_imagemagic
enhance_basic_sharpness
posterize",68,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WÍLMER ALE_XANDE_R
MARTINEZ HERNANDEZ

ESTUDIANTE
R&¿9NIWERS|TARIQ

.. ím1;fi… ; _'.;""áºsaé'áfáeázoir",5.95065300399801,,
22,"posterize
enhance_basic_sharpness
crop_morphology
clean_imagemagic",25,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

……mm1",4.60513869799979,,
22,"solarize
enhance_basic_sharpness
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.09646275300111,,
22,"enhance_basic_sharpness
clean_imagemagic
crop_morphology
posterize
solarize",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"o-—v'i-.—
lal“…
”¡…l

u ¡Mt-Ano.
¡ ¡.A …

WILMER ALEXANDER
MARTINEZ HERNANDEZ

ESTUDIANTE -

PREUNIVERSITARIO

 

VALIDO PRWR SMSTRE 2017",6.51161971799957,,
22,"clean_imagemagic
solarize
posterize
enhance_basic_sharpness
crop_morphology",30,WILMER ALEXANDER MARTINEZ HERNANDEZ,"; , ..
.. y %W? FUÚ…UVe |)£w.u:

. RV(. SHPLX»WM…M…WMWH1 ar,_L_.",4.95202857800177,,
22,"crop_morphology
clean_imagemagic
enhance_basic_sharpness
solarize
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.72231581400047,,
22,"crop_morphology
solarize
enhance_basic_sharpness
posterize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.58198978600194,,
22,"solarize
clean_imagemagic
enhance_basic_sharpness
crop_morphology
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.1057194779969,,
22,"enhance_basic_sharpness
crop_morphology
posterize
solarize
clean_imagemagic",26,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

………8""",4.03579162599999,,
22,"posterize
crop_morphology
enhance_basic_sharpness
clean_imagemagic
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.43831933100228,,
22,"crop_morphology
solarize
posterize
clean_imagemagic
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.18917102399792,,
22,"posterize
solarize
enhance_basic_sharpness
clean_imagemagic
crop_morphology",25,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

……mm1",4.94003466399954,,
22,"solarize
posterize
enhance_basic_sharpness
crop_morphology",39,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WULME
MART…

 

ESTUDHANTE
PREUNHVERSHTARU©

A'—n( |Armn

nno-umuu

nr rr.quva
nr ¡ A ¡wn

& ALEXAN©ER<
EZ HIERNAN©EZ E

 

 

 

 

VAU'. ME… SEMESTRE 2©17",4.83268406199932,,
22,"solarize
enhance_basic_sharpness
posterize
clean_imagemagic
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.70423246100108,,
22,"solarize
clean_imagemagic
crop_morphology
enhance_basic_sharpness
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.51094653000109,,
22,"enhance_basic_sharpness
solarize
clean_imagemagic
posterize
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.3774793800003,,
22,"posterize
clean_imagemagic
solarize
enhance_basic_sharpness
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.3623889790033,,
22,"posterize
crop_morphology
enhance_basic_sharpness
solarize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.39370306400087,,
22,"posterize
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,1.02617042100246,,
22,"crop_morphology
clean_imagemagic
solarize
enhance_basic_sharpness
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.7610689840003,,
22,"posterize
enhance_basic_sharpness
solarize
clean_imagemagic
crop_morphology",17,WILMER ALEXANDER MARTINEZ HERNANDEZ,". ""av.!"" 9 ¡

' >.'|:1;!1I:)¡J'n",5.04347209500338,,
22,"enhance_basic_sharpness
solarize
crop_morphology
posterize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,6.01483430499866,,
22,"crop_morphology
clean_imagemagic
solarize
posterize
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.76119353099784,,
22,"clean_imagemagic
crop_morphology
solarize
posterize
enhance_basic_sharpness",24,WILMER ALEXANDER MARTINEZ HERNANDEZ,"…, ,, . L4!»Jsf €!Mílvski$1

 

    

       

a… … …: …x!£ Jr,c",4.68544006299999,,
22,"solarize
enhance_basic_sharpness
crop_morphology",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"… |=r,m wmm.
nr1A ¡nm

 

WILMER ALEXANDER
MARTINEZ HERNANDEZ

ESTUDIANTE
PREUNIVERSITARIO",3.89439571700132,,
22,"posterize
solarize
clean_imagemagic
crop_morphology
enhance_basic_sharpness",36,WILMER ALEXANDER MARTINEZ HERNANDEZ,"ESTUDIANTE
PREUNIVERSITARIO

 

m……m1",4.85830162500133,,
22,"solarize
crop_morphology
enhance_basic_sharpness
posterize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.24311086899979,,
22,"solarize
enhance_basic_sharpness
crop_morphology
clean_imagemagic
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.39948116599771,,
22,"clean_imagemagic
solarize
enhance_basic_sharpness
posterize
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.5547538000028,,
22,"posterize
crop_morphology
solarize
enhance_basic_sharpness
clean_imagemagic",25,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

……mm1",4.75913822299845,,
22,"enhance_basic_sharpness
crop_morphology
solarize
posterize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.97571621799943,,
22,"crop_morphology
clean_imagemagic",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WILMER ALEXANDER
MARTINEZ HERNANDEZ

¿=-
ESTUDIANTE —
PREUNIVERSITARIO

VALDO PRRER SERESTRE 2017",3.86493604499992,,
22,"solarize
enhance_basic_sharpness
clean_imagemagic
crop_morphology
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.19317687399962,,
22,"clean_imagemagic
enhance_basic_sharpness
solarize
posterize
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.91371710100066,,
22,"enhance_basic_sharpness
crop_morphology
posterize
clean_imagemagic
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.90034885700152,,
22,"posterize
enhance_basic_sharpness
solarize
crop_morphology
clean_imagemagic",19,WILMER ALEXANDER MARTINEZ HERNANDEZ,",'-.:v»t"" !. ¡
ádgj…s-&

' >-'|:1;!1I:)¡J'n",6.82427361599912,,
22,"crop_morphology
solarize
clean_imagemagic
posterize
enhance_basic_sharpness",89,WILMER ALEXANDER MARTINEZ HERNANDEZ,"WÍLMER ALEXANDER
MARTINEZ HERNANDEZ

Eswm_mme
EUNIWERSITARIO

Moomnsa£smm""",5.36397604399826,,
22,"solarize
crop_morphology
clean_imagemagic
enhance_basic_sharpness
posterize",64,WILMER ALEXANDER MARTINEZ HERNANDEZ,"Wiu_aen ALEXAND_E_R
MAR-nuez HERN_ANI5EZ —¿ —'
wwAwne

-.

… VERS|TAR|©",7.98341694400006,,
22,"crop_morphology
enhance_basic_sharpness
solarize
posterize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.58625762699739,,
22,"posterize
enhance_basic_sharpness
crop_morphology",100,WILMER ALEXANDER MARTINEZ HERNANDEZ,"A'—n( |Armn
nno-umuu
nr rr.quva
nr ¡ A ¡wn

     

WILMER ALEXANDER
MARTINEZ HERNANDEZ

  

ESTUDIANTE
PREUNIVERSITARIO

VAUDO PRIER SERESTRE 2017",3.19620988400129,,
22,"solarize
crop_morphology
posterize
clean_imagemagic
enhance_basic_sharpness",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.80154231099732,,
22,"solarize
crop_morphology
enhance_basic_sharpness
clean_imagemagic
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.94749573800073,,
22,"solarize
clean_imagemagic
posterize
enhance_basic_sharpness
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.95066152099753,,
22,"solarize
posterize
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,3.69417895399965,,
22,"posterize
enhance_basic_sharpness
crop_morphology
clean_imagemagic
solarize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,4.40798233200258,,
22,"enhance_basic_sharpness
solarize
posterize
crop_morphology
clean_imagemagic",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.91414197100312,,
22,"posterize
clean_imagemagic",25,WILMER ALEXANDER MARTINEZ HERNANDEZ,"PREUNIVERSITARIO

 

m……m1",3.41798269300125,,
22,"enhance_basic_sharpness
solarize
clean_imagemagic
crop_morphology
posterize",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.39156319499671,,
22,"crop_morphology
posterize
solarize
enhance_basic_sharpness
clean_imagemagic",26,WILMER ALEXANDER MARTINEZ HERNANDEZ,"""'¡¡(_,-|::.r ;í:.v1.'Ln '

-x_% …un! .¿—-,_;-_
¡ ||¿|7 ¡ ,..1.4n!3( |
… ... .)"" __h¿.¡p¡¿;. _

       
 
  
  

PREUNIVERSITARIO

……mm1",5.22720585000207,,
22,"enhance_basic_sharpness
posterize
clean_imagemagic
solarize
crop_morphology",0,WILMER ALEXANDER MARTINEZ HERNANDEZ,,5.45693491600105,,
